,username,TwitterID,DateTime,content,likes,retweet,replies,image,articleImage,video
0,WebMD,917026806405967873,7:00 AM - 8 Oct 2017,Different types of carbs impact your blood sugar in different ways -- more on how: http://wb.md/2yM1fbW pic.twitter.com/vr4aPrz1FA,52,29,0,https://pbs.twimg.com/media/DLnvBKRW0AEhn3l.jpg,,
1,WebMD,917011703866515456,6:00 AM - 8 Oct 2017,"Sleeping in may be tempting, but getting up at the same time every day helps improve your quality of sleep. http://wb.md/2z0WmNc pic.twitter.com/b1mNGLZh51",53,34,0,https://pbs.twimg.com/media/DLnhSIjW0AAlW-I.jpg,,
2,WebMD,916989220497092608,4:30 AM - 8 Oct 2017,Does vertigo have the room spinning? The Epley maneuver may provide relief in just a few easy steps: http://wb.md/2yMtJ5o pic.twitter.com/EeIskhx7U9,111,71,4,,,"['PlayableMedia', 'PlayableMedia--video']"
3,WebMD,916973953855483904,3:30 AM - 8 Oct 2017,Knowing how to destroy left-behind germs can keep sickness from spreading in your home. http://wb.md/2yL2BUn pic.twitter.com/OxNUNUSTyw,28,22,1,https://pbs.twimg.com/media/DLm-8yyWkAE1ElE.jpg,,
4,WebMD,916958854298161152,2:30 AM - 8 Oct 2017,Treatments for toenail fungus range from a topical cream to surgery to remove the nail. What you should know: http://wb.md/2z15Jwe pic.twitter.com/OfGTsinEZZ,10,8,0,https://pbs.twimg.com/media/DLmxN4RWkAAiBI_.jpg,,
5,WebMD,916943753860014080,1:30 AM - 8 Oct 2017,"Incredible. Within hours of breaking a bone, your body has already started to repair itself. Learn more: http://wb.md/2yKBiJW pic.twitter.com/FYKjUvonLD",38,27,0,https://pbs.twimg.com/media/DLmje9WX0AE-Oum.jpg,,
6,WebMD,916928659012882432,12:30 AM - 8 Oct 2017,True or false: What you eat the night before a cholesterol test can affect your numbers. http://wb.md/2yWQapw pic.twitter.com/XMXLgIWRf1,34,22,4,https://pbs.twimg.com/media/DLmVwURX0AANbf-.jpg,,
7,WebMD,916913554183409667,11:30 PM - 7 Oct 2017,Depression is more than having “the blues” -- it’s long periods of extreme sadness that keep coming back. More: http://wb.md/2wiJz6t pic.twitter.com/P11spiunqn,130,94,5,https://pbs.twimg.com/media/DLmIBGxWsAAbzKg.jpg,,
8,WebMD,916898456169480192,10:30 PM - 7 Oct 2017,"People with which blood type have a lower risk of heart disease: A, B, or O?http://wb.md/2yFZop1 pic.twitter.com/P8LdajdhJU",39,37,3,https://pbs.twimg.com/media/DLl6SPxWAAA4TrB.jpg,,
9,WebMD,916883356444479488,9:30 PM - 7 Oct 2017,True or false: Women are more likely than men to have a thyroid imbalance. http://wb.md/2yGgkvF pic.twitter.com/hQPJMEye1B,61,38,13,https://pbs.twimg.com/media/DLlsjVyW4AA0yG5.jpg,,
10,WebMD,916868259164672001,8:30 PM - 7 Oct 2017,Just 1 cup of butternut squash has nearly 300% of your daily needs of vitamin A & almost half your day’s vitamin C. http://wb.md/2vqrzL9 pic.twitter.com/ds4XGk94NA,100,50,5,https://pbs.twimg.com/media/DLle0fJXcAAp6T_.jpg,,
11,WebMD,916853158693015552,7:30 PM - 7 Oct 2017,"Tearing, redness, itching, and crusty eyelashes are all signs of conjunctivitis, commonly called pinkeye. More info: http://wb.md/2wiqpxN pic.twitter.com/Wq6PAnHmxU",27,19,0,https://pbs.twimg.com/media/DLlRFmFWsAEAwM3.jpg,,
12,WebMD,916838064747679745,6:30 PM - 7 Oct 2017,Nuts are an excellent way to curb hunger between meals -- for a couple reasons. Learn more: http://wb.md/2vq6uAq pic.twitter.com/a4QQorTTVG,133,68,1,https://pbs.twimg.com/media/DLlDXBLXUAA035C.jpg,,
13,WebMD,916822959372881922,5:30 PM - 7 Oct 2017,True or false: Drinking beer can trigger a gout attack. http://wb.md/2yVQDIb pic.twitter.com/e8qUyfagpK,34,20,10,https://pbs.twimg.com/media/DLk1nw6W4AA8zo5.jpg,,
14,WebMD,916807859811348481,4:30 PM - 7 Oct 2017,There are two types of lymphoma -- Hodgkin's and non-Hodgkin's -- and they both happen in a similar way. More info: http://wb.md/2vpVzXD pic.twitter.com/gFo5lt0Axx,38,31,2,https://pbs.twimg.com/media/DLkn4z0W4AA6IMt.jpg,,
15,WebMD,916792759641628673,3:30 PM - 7 Oct 2017,"Fiber, vitamin C, potassium, iron, beta-carotene… there are a lot of health benefits to eating sweet potatoes. More: http://wb.md/2yYVmJd pic.twitter.com/zDeJTcqOXl",158,100,6,https://pbs.twimg.com/media/DLkaJ7LX0AAJKKF.jpg,,
16,WebMD,916777660956717057,2:30 PM - 7 Oct 2017,"When your blood sugar gets too low, which part of your body will notice it first: your muscles, heart, or brain? http://wb.md/2yFCaPH pic.twitter.com/KHoqCFo4Iv",39,41,3,https://pbs.twimg.com/media/DLkMbBGW0AIJs4v.png,,
17,WebMD,916762560552194048,1:30 PM - 7 Oct 2017,"If your thyroid doesn’t make enough of the hormones it’s supposed to, it can lead to Hashimoto's Disease. More: http://wb.md/2yUAJht pic.twitter.com/ICGQxRkTzm",33,22,2,https://pbs.twimg.com/media/DLj-sGfWkAAm0SZ.jpg,,
18,WebMD,916747461624025091,12:30 PM - 7 Oct 2017,True or false: Brisk walking counts as cardio exercise. http://wb.md/2wiD0Ry pic.twitter.com/YsQS2nZtPt,27,16,1,https://pbs.twimg.com/media/DLjw9NWWkAcW_wH.jpg,,
19,WebMD,916732583815376897,11:30 AM - 7 Oct 2017,"Lean beef, light beer, and fiery spices make this slow-cooker chili a game-day favorite.pic.twitter.com/eNA0eX6Klv",61,21,0,,,"['PlayableMedia', 'PlayableMedia--video']"
20,WebMD,916724812416016384,11:00 AM - 7 Oct 2017,"More than 3 million adults and a half-million children take melatonin, but how safe is it? What you should know: http://wb.md/2z3jomD pic.twitter.com/zHhEh1eAtS",31,23,2,https://pbs.twimg.com/media/DLjcWzrXcAA0TXv.jpg,,
21,WebMD,916709716268584962,10:00 AM - 7 Oct 2017,Want to know the secret to perfect hard-boiled eggs? Don't boil them! Try this method instead: http://wb.md/2wio6L9 pic.twitter.com/rnXmnFucHD,20,16,1,https://pbs.twimg.com/media/DLjOoBDW4AAlFX7.jpg,,
22,WebMD,916694610436648961,9:00 AM - 7 Oct 2017,"When a heart attack strikes, it doesn’t always feel the same in women as it does in men. Know the warning signs: http://wb.md/2vqbwg9 pic.twitter.com/Ud0LGWiVKp",80,83,0,https://pbs.twimg.com/media/DLjA46hWAAEMstp.jpg,,
23,WebMD,916679518378741760,8:00 AM - 7 Oct 2017,Looking for something crunchy to get your potassium fix? Sunflower seeds have 241 milligrams per ounce. http://wb.md/2vpJyS1 pic.twitter.com/kMn8p2Ipdg,55,39,1,https://pbs.twimg.com/media/DLizKWRXkAAKhA8.jpg,,
24,WebMD,916664414912368640,7:00 AM - 7 Oct 2017,The first signs of lupus can look a lot like rheumatoid arthritis or fibromyalgia. What you need to know: http://wb.md/2yF29qA pic.twitter.com/glUTL4c2UF,46,43,4,https://pbs.twimg.com/media/DLilbQ0WAAA_e3b.jpg,,
25,WebMD,916649315778682880,6:00 AM - 7 Oct 2017,Some aches and pains you may brush off when you’re younger could be a sign of bigger problems in middle age. http://wb.md/2yFXhl5 pic.twitter.com/qZyOYPZra0,17,12,0,https://pbs.twimg.com/media/DLiXsWQX4AE--T0.jpg,,
26,WebMD,916634212941385728,5:00 AM - 7 Oct 2017,RECALL ALERT: Playtex recalls all Toddler Mealtime dishes and dish sets sold in the last 8 years. What to look for: http://wb.md/2z3yDfe pic.twitter.com/OcovetI9zJ,15,27,0,https://pbs.twimg.com/media/DLiJ9WRXUAEnV7l.jpg,,
27,WebMD,916619293781086208,4:00 AM - 7 Oct 2017,Get in the fall spirit and try one of these 7 pumpkin dishes! http://wb.md/2yTscLF pic.twitter.com/NCTagS4UP6,49,23,0,,,"['PlayableMedia', 'PlayableMedia--video']"
28,WebMD,916604016586616833,3:00 AM - 7 Oct 2017,"Kale is packed with vitamin K, which works with calcium and vitamin D to keep your bones strong and healthy. More: http://wb.md/2vpGh4Z pic.twitter.com/Dsq2tXXtTQ",95,63,3,https://pbs.twimg.com/media/DLhufmoW4AA6a-G.jpg,,
29,WebMD,916588918778327043,2:00 AM - 7 Oct 2017,What are you thankful for today?pic.twitter.com/HzgCUvlJJs,112,49,3,https://pbs.twimg.com/media/DLhgwuAWAAAHX5t.jpg,,
30,WebMD,916566266873294848,12:30 AM - 7 Oct 2017,As many as 4 out of every 10 people may have sleep paralysis. What to know about the common condition: http://wb.md/2yGg0gp pic.twitter.com/q5e347pQKO,63,41,4,https://pbs.twimg.com/media/DLhMKUiXcAAOzLF.jpg,,
31,WebMD,916548650737786880,11:20 PM - 6 Oct 2017,Fibromyalgia is a lifelong condition that affects about 5 million Americans. What you should know: http://wb.md/2we7Zly pic.twitter.com/Yi7tCsjAx5,64,59,2,https://pbs.twimg.com/media/DLg8I6WXUAAXlLU.jpg,,
32,WebMD,916536068559609856,10:30 PM - 6 Oct 2017,True or false: Telling a fib can make your nose warmer. http://wb.md/2x8jYO5 pic.twitter.com/r5aeVHmAs7,21,8,1,https://pbs.twimg.com/media/DLgwsfIWkAEexRo.jpg,,
33,WebMD,916520970650824704,9:30 PM - 6 Oct 2017,"Fruit has fiber and other nutrients you need. But it also has natural sugar, and some have more than others. http://wb.md/2x8Hzhw pic.twitter.com/035KgnnVRe",124,91,2,https://pbs.twimg.com/media/DLgi9rRWAAASyYV.jpg,,
34,WebMD,916505871349374976,8:30 PM - 6 Oct 2017,"If your feet are swollen, it can be hard to move around. What to know about health conditions that can cause it: http://wb.md/2xbZIv4 pic.twitter.com/BCIlh8pC7R",37,22,2,https://pbs.twimg.com/media/DLgVOs2X0AAgeVP.jpg,,
35,WebMD,916490770529574912,7:30 PM - 6 Oct 2017,"Which blood type can be used by anyone: O negative, O positive, or A positive? http://wb.md/2yUTtgE pic.twitter.com/RIX3CmtBBw",117,74,51,https://pbs.twimg.com/media/DLgHfzdWkAAYeaX.jpg,,
36,WebMD,916475669537837058,6:30 PM - 6 Oct 2017,A closer peek at your face may show clues about your health -- if you know what to look for. http://wb.md/2xbQdMr pic.twitter.com/wJ6cIFCZ4q,32,26,1,https://pbs.twimg.com/media/DLf5w2NX0AAAsIK.jpg,,
37,WebMD,916460568265003008,5:30 PM - 6 Oct 2017,"CHECK YOUR FRIDGE: Over 38,000 lbs of ground turkey have been recalled after metal shavings were found. http://wb.md/2yMOCxa pic.twitter.com/uJpVA9ez54",15,31,1,https://pbs.twimg.com/media/DLfsB4eX0AArvSx.jpg,,
38,WebMD,916445518884229120,4:30 PM - 6 Oct 2017,The biggest effect on your personality? It comes from the things that happen to you. http://wb.md/2z4gWvR pic.twitter.com/fjFkSz7Lt8,38,20,2,https://pbs.twimg.com/media/DLfeVxhX4AIPJqd.jpg,,
39,WebMD,916430369624387589,3:30 PM - 6 Oct 2017,Cigna announced it will no longer cover most OxyContin prescriptions starting in January. http://wb.md/2z3iHJO pic.twitter.com/bPMwNHUzTm,39,37,8,https://pbs.twimg.com/media/DLfQkDlW0AgoBe5.jpg,,
40,WebMD,916415426308997126,2:30 PM - 6 Oct 2017,"Too much salt is bad for blood pressure, but these tasty, natural substitutes can save the flavor -- and your heart! http://wb.md/2yMaHMA pic.twitter.com/bgT2fDKrUZ",94,75,1,,,"['PlayableMedia', 'PlayableMedia--video']"
41,WebMD,916400170614480897,1:30 PM - 6 Oct 2017,This is the first fingerstick-free device approved to monitor blood sugar levels. http://wb.md/2z33j02 pic.twitter.com/mGL3EVNmAp,44,45,0,https://pbs.twimg.com/media/DLe1GP3WsAA_Wso.jpg,,
42,WebMD,916388849005277184,12:45 PM - 6 Oct 2017,Sometimes it's hard to spot a bipolar mood change coming on -- signs to watch for include: http://wb.md/2z49Ibq pic.twitter.com/LTy0oElzOX,29,20,1,https://pbs.twimg.com/media/DLeqzKOW4AAW0gU.jpg,,
43,WebMD,916379909370425344,12:09 PM - 6 Oct 2017,"After the massacre in Las Vegas, experts urge Americans to be prepared in the event of mass violence. http://wb.md/2yNxhUP pic.twitter.com/TRpXrgMBng",34,22,2,https://pbs.twimg.com/media/DLeiq2mX0AIEqGM.jpg,,
44,WebMD,916370139360186368,11:30 AM - 6 Oct 2017,"A hepatitis A outbreak, which has hospitalized hundreds in San Diego and resulted in deaths, is spreading. http://wb.md/2z5wiAu pic.twitter.com/yo4ZxcPssW",20,37,1,https://pbs.twimg.com/media/DLeZyKZXcAIhKpm.jpg,,
45,WebMD,916353113027686400,10:23 AM - 6 Oct 2017,Trump Administration rolls back federal mandate that provides free birth control to more than 55 million women: http://wb.md/2yLKkGw pic.twitter.com/iNLRbnVGo9,50,37,10,https://pbs.twimg.com/media/DLeKTFyW0AAi1-b.jpg,,
46,WebMD,916332385834356736,9:00 AM - 6 Oct 2017,Experts at the World Health Organization say processed meat is linked to an increased risk of colorectal cancer. What you should know:pic.twitter.com/P7aWHvmZRY,56,61,1,,,"['PlayableMedia', 'PlayableMedia--video']"
47,WebMD,916320903524442113,8:15 AM - 6 Oct 2017,"Following her MS diagnosis, Jenai Henry is making changes to her diet to use food to help treat her condition. http://wb.md/2yKUo2x pic.twitter.com/L518V2b5nD",27,8,1,https://pbs.twimg.com/media/DLdtAHgX4AEbZMN.jpg,,
48,WebMD,916317126595633153,8:00 AM - 6 Oct 2017,The CDC reports even more Campylobacter infections from puppies sold at Petland pet stores. What you need to know:pic.twitter.com/50dlABjcnb,19,15,0,https://pbs.twimg.com/media/DLdpkXoWsAAbhp_.jpg,,
49,WebMD,916302027478708224,7:00 AM - 6 Oct 2017,PCOS is a hormonal disorder that affects millions of women. What you should know: http://wb.md/2whCx5S pic.twitter.com/v4oqCbQbJJ,31,34,1,https://pbs.twimg.com/media/DLdb1fLW0AAi00N.jpg,,
50,WebMD,916286927820685312,6:00 AM - 6 Oct 2017,Here's how to help someone with a snakebite (and what not to do): http://wb.md/2yVvgqN pic.twitter.com/IP6GGEHUXR,65,38,3,https://pbs.twimg.com/media/DLdOGk-X0AA8jFP.jpg,,
51,WebMD,916256728538284038,4:00 AM - 6 Oct 2017,"If you're not getting enough good sleep, your body may soon show the signs. What to know: http://wb.md/2yFy8Hm pic.twitter.com/BGAa3hZS8p",49,27,1,https://pbs.twimg.com/media/DLcyox5WAAAnmmn.jpg,,
52,WebMD,916226530195451904,2:00 AM - 6 Oct 2017,"Babies should never sleep with a positioner, pillow, blanket, sheets, a comforter or a quilt, the FDA advised. http://wb.md/2z2vXyC pic.twitter.com/4Fmx9tPu26",79,77,3,https://pbs.twimg.com/media/DLcXK72WsAEhxSL.jpg,,
53,WebMD,916211430273290243,1:00 AM - 6 Oct 2017,"Cramps can happen anywhere in your body at any time, even when you’re asleep. What to know about possible causes: http://wb.md/2yG4SQw pic.twitter.com/5yYPQwSuJe",45,28,3,https://pbs.twimg.com/media/DLcJcDUWkAAEaUk.png,,
54,WebMD,916158580910419969,9:30 PM - 5 Oct 2017,True or false: Your nails grow after you die. http://wb.md/2x86DVO pic.twitter.com/kgeMywL155,47,15,21,https://pbs.twimg.com/media/DLbZX2XXcAAUSfs.jpg,,
55,WebMD,916143482485575680,8:30 PM - 5 Oct 2017,Feeling snacky? Skip the chips and candy and go for popcorn instead.  Learn why it's a better option: http://wb.md/2yV53Zp pic.twitter.com/N57DQJJNf4,120,72,7,https://pbs.twimg.com/media/DLbLo7zXkAAbZrE.jpg,,
56,WebMD,916128383708352512,7:30 PM - 5 Oct 2017,"Here's how often to clean everything in your home (yes, including your bra): http://wb.md/2wei428 pic.twitter.com/cUw6t9TZd3",76,42,3,https://pbs.twimg.com/media/DLa96D1X0AAujM0.jpg,,
57,WebMD,916113284897656832,6:30 PM - 5 Oct 2017,Sometimes migraines can last for days -- having a plan for when they hit can help. Start with these steps: http://wb.md/2z235qf pic.twitter.com/bTVIsmpH8a,35,21,1,https://pbs.twimg.com/media/DLawLMfW4AAdpup.jpg,,
58,WebMD,916098182827905025,5:30 PM - 5 Oct 2017,Does melatonin really work and is it safe? What you should know: http://wb.md/2z0j0VI pic.twitter.com/i3Euje6cOj,43,16,0,https://pbs.twimg.com/media/DLaicOYXcAA6Dne.jpg,,
59,WebMD,916083082238808067,4:30 PM - 5 Oct 2017,"If food gets caught in your tonsils, calcium can collect around it and form tonsil stones. More information: http://wb.md/2x8vnx8 pic.twitter.com/ZQQIT4QfbM",37,21,4,https://pbs.twimg.com/media/DLaUtTIWAAAtjmc.jpg,,
60,WebMD,916068098146521088,3:30 PM - 5 Oct 2017,Gut bacteria impact everything from your digestion to your emotions and how your brain processes information.  http://wb.md/2yJNDhi pic.twitter.com/9ZbmM6V8TQ,105,69,1,https://pbs.twimg.com/media/DLaHE-YWkAA4MSY.jpg,,
61,WebMD,916052887129772032,2:30 PM - 5 Oct 2017,Did you know some studies show sugar can be as damaging to your liver as alcohol? More about protecting your liver: http://wb.md/2z1onE4 pic.twitter.com/9ZrxdRTiFT,66,72,3,https://pbs.twimg.com/media/DLZ5PmdWkAA9Kap.jpg,,
62,WebMD,916037786918096897,1:30 PM - 5 Oct 2017,"One expert says this faster technique for identifying bacteria at the root of UTIs could be ""lifesaving.""  http://wb.md/2z0Fc20 pic.twitter.com/u19x0yTnRR",27,20,0,https://pbs.twimg.com/media/DLZrgpAXUAARfSV.jpg,,
63,WebMD,916024065638436865,12:35 PM - 5 Oct 2017,Mother sent to jail for refusing to vaccinate son despite court order: http://wb.md/2z182Q3 pic.twitter.com/rWrqrgy2fa,59,25,6,https://pbs.twimg.com/media/DLZfCFPUQAAXIXH.jpg,,
64,WebMD,916010070944751617,11:39 AM - 5 Oct 2017,"1 in 5 U.S. women must travel more than 43 miles to access an abortion clinic, according to a new study. http://wb.md/2yZJln3 pic.twitter.com/wQ30zNhX54",8,4,7,https://pbs.twimg.com/media/DLZSTXvXkAArZ9B.jpg,,
65,WebMD,915984939203596289,10:00 AM - 5 Oct 2017,"Women who have high blood pressure in their 40s may face a 73% higher risk for dementia, according to a new study. http://wb.md/2z1wbG3 pic.twitter.com/mLw9R6nTrM",232,121,4,https://pbs.twimg.com/media/DLY7choWkAAehWI.jpg,,
66,WebMD,915969847791628288,9:00 AM - 5 Oct 2017,"Following her MS diagnosis, Jenai Henry is making changes to her diet to use food to help treat her condition. http://wb.md/2yJcjXe pic.twitter.com/cUL2z4Letw",33,15,1,https://pbs.twimg.com/media/DLYtt-cXkAEZ861.jpg,,
67,WebMD,915955864653238274,8:04 AM - 5 Oct 2017,RECALL ALERT: Playtex recalls all Toddler Mealtime dishes and dish sets sold in the last 8 years. What to look for: http://wb.md/2z00a0Y pic.twitter.com/7skU2XAJdI,12,38,0,https://pbs.twimg.com/media/DLYhAP-X0AIAw0l.jpg,,
68,WebMD,915939639822712832,7:00 AM - 5 Oct 2017,Depression can affect your body as well as your mind. Physical symptoms can include: http://wb.md/2wekYDZ pic.twitter.com/TwdzqZ4Lyp,148,153,2,https://pbs.twimg.com/media/DLYSPv6X0AEysnH.jpg,,
69,WebMD,915924538621349888,6:00 AM - 5 Oct 2017,While localized pain and a rash are the tell-tale signs of shingles -- they aren't the only symptoms. What to know: http://wb.md/2we6ioi pic.twitter.com/iTZBsyZbyL,17,11,0,https://pbs.twimg.com/media/DLYEgwlXoAEEuHi.jpg,,
70,WebMD,915894532813795328,4:00 AM - 5 Oct 2017,A strong core may help relieve back pain -- try these simple stability ball exercises: http://wb.md/2yxuQpm pic.twitter.com/t1M25FZaYx,104,53,1,,,"['PlayableMedia', 'PlayableMedia--video']"
71,WebMD,915796194357600258,9:30 PM - 4 Oct 2017,Researchers think two things have to happen for you to have an autoimmune disorder. More information: http://wb.md/2yFxCsV pic.twitter.com/yRgqaQfRhd,48,36,0,https://pbs.twimg.com/media/DLWPyGNXUAA9qio.jpg,,
72,WebMD,915781094385078273,8:30 PM - 4 Oct 2017,The strength of your hand may tell you something about the strength of your heart. Learn more: http://wb.md/2weo9eG pic.twitter.com/GZTAlrFFBV,41,32,0,https://pbs.twimg.com/media/DLWCDNmXUAYxw0u.jpg,,
73,WebMD,915765993733070853,7:30 PM - 4 Oct 2017,True or false: Blood flows differently through an introvert’s brain than it does an extrovert’s brain. http://wb.md/2yW9Byz pic.twitter.com/Bzijednedu,97,35,7,https://pbs.twimg.com/media/DLV0UQ2XUAAqFF1.jpg,,
74,WebMD,915750898332311553,6:30 PM - 4 Oct 2017,Most things that make you very tired aren’t serious. But fatigue is one early sign of some cancers. What to know: http://wb.md/2yFyY6F pic.twitter.com/bIOYeto8cU,52,42,0,https://pbs.twimg.com/media/DLVmlpSWAAUuZtX.png,,
75,WebMD,915735796770131968,5:30 PM - 4 Oct 2017,True or false: You should drink at least 8 glasses of water per day. http://wb.md/2wehp0y pic.twitter.com/sMb2iap2U5,55,27,2,https://pbs.twimg.com/media/DLVY2iTXUAAo7ef.jpg,,
76,drjohnwhyte,915317504595185669,1:47 PM - 3 Oct 2017,Thanks @WebMD magazine for letting me talk about appropriate antibiotic prescribing.pic.twitter.com/mGs7LfQhHT,18,8,0,https://pbs.twimg.com/media/DLPcZUQX0AEwonx.jpg,,
77,WebMD,915720697007284224,4:30 PM - 4 Oct 2017,Cystitis can be a complication of a UTI -- it's sometimes treated by stretching the bladder to ease pain. http://wb.md/2yMt8RY pic.twitter.com/egsDc30p4g,25,12,1,https://pbs.twimg.com/media/DLVLHobWkAAsG6I.jpg,,
78,WebMD,915705598792085505,3:30 PM - 4 Oct 2017,"Pain is the most common early sign of bone cancer, but it feels similar to things like growing pains and arthritis. http://wb.md/2yMQp6t pic.twitter.com/ET14kcleCB",43,35,0,https://pbs.twimg.com/media/DLU9YqfXoAEzj_W.jpg,,
79,WebMD,915690497561251840,2:30 PM - 4 Oct 2017,Anxiety disorders are the most common type of mental illness in the U.S. -- affecting 18% of adults. What to know: http://wb.md/2yxPTIl pic.twitter.com/MPdsXpvyy5,123,112,4,https://pbs.twimg.com/media/DLUvpxCWsAcsPV1.jpg,,
80,WebMD,915675396712157185,1:30 PM - 4 Oct 2017,Approximately 28 million Americans live with migraine. Get customized tips and options recommended just for you: http://wb.md/2yNKayW pic.twitter.com/89IKkOMg4b,49,29,1,https://pbs.twimg.com/media/DLUh61xX0AM9FT7.jpg,,
81,WebMD,915660299251961856,12:30 PM - 4 Oct 2017,"Bulging eyes could be a sign of Graves' disease, a thyroid disorder. Other symptoms may include: http://wb.md/2yyzvr1 pic.twitter.com/lvqtGtV2dV",47,48,1,https://pbs.twimg.com/media/DLUUL8_WAAEwJnU.jpg,,
82,WebMD,915645790747586561,11:32 AM - 4 Oct 2017,"If you have high triglycerides, what you eat matters. Learn more: http://wb.md/2yG3Dkk pic.twitter.com/NdlklQxSAI",61,36,0,https://pbs.twimg.com/media/DLUG_gTW4AUMFdI.jpg,,
83,WebMD,915622553347125249,10:00 AM - 4 Oct 2017,Low back pain can be intense and is one of the top causes of missed work. Common culprits include: http://wb.md/2web1GI pic.twitter.com/1Q3bfthrng,46,37,2,https://pbs.twimg.com/media/DLTx2zKXkAEXZK3.jpg,,
84,WebMD,915607667598675968,9:00 AM - 4 Oct 2017,Need a blood sugar boost? 15g of simple carbs can help you out -- try one of these sweet snacks. http://wb.md/2yxx5sL pic.twitter.com/56S4KYEp3t,28,15,3,,,"['PlayableMedia', 'PlayableMedia--video']"
85,WebMD,915599900708139008,8:30 AM - 4 Oct 2017,"Zinc helps your skin protect you from heat and cold, bacteria, and viruses. How to know if you're getting enough: http://wb.md/2yXFEOF pic.twitter.com/Y3Ja6eZKwW",27,22,2,https://pbs.twimg.com/media/DLTdQaSXUAAVE-L.jpg,,
86,WebMD,915562150495744000,6:00 AM - 4 Oct 2017,"When your mind starts to race, these 10 tips can help you relax and regain control. http://wb.md/2x8jqI8 pic.twitter.com/JAlE79dzrj",75,55,0,https://pbs.twimg.com/media/DLS67DFW0AAc7oe.jpg,,
87,WebMD,915531953729884160,4:00 AM - 4 Oct 2017,Fatigue can be a sign of almost any health condition -- or too little sleep. Other signs of B12 deficiency include: http://wb.md/2yUGbRw pic.twitter.com/YgUBKkeSZQ,66,46,1,https://pbs.twimg.com/media/DLSfdSOXkAAuXxa.jpg,,
88,WebMD,915501754783092737,2:00 AM - 4 Oct 2017,"If you swig mouthwash throughout the day, you may set yourself up for a sore mouth. Learn why: http://wb.md/2yVx5np pic.twitter.com/kJsJJqlgSZ",14,10,2,https://pbs.twimg.com/media/DLSD_dsWAAIRIP2.jpg,,
89,WebMD,915464004977532928,11:30 PM - 3 Oct 2017,Migraine symptoms are no fun for the person who has them -- or their caretakers. How to ease your loved one's pain: http://wb.md/2yVHpf5 pic.twitter.com/SBt5kyOH0w,28,23,0,https://pbs.twimg.com/media/DLRhqNGWsAAhhro.png,,
90,WebMD,915448905378222080,10:30 PM - 3 Oct 2017,Study: Just 1 hour of exercise per week can lower your risk of depression by 44%. http://wb.md/2yGn0d9 pic.twitter.com/0GR3fPtJ21,138,100,1,https://pbs.twimg.com/media/DLRT7UVX0AAp7Qb.jpg,,
91,WebMD,915433806978600960,9:30 PM - 3 Oct 2017,"Most bruises will heal on their own, but others can be a sign of something more serious. What you need to know: http://wb.md/2yVhpRj pic.twitter.com/ZYnQ3IbOMF",54,37,1,https://pbs.twimg.com/media/DLRGMYzWAAABqVL.png,,
92,WebMD,915418707370872834,8:30 PM - 3 Oct 2017,Walking your dog counts as a weight-bearing exercise that strengthens your bones and the muscles around them. More: http://wb.md/2yWp9SK pic.twitter.com/WgXLX0ImFc,109,58,1,https://pbs.twimg.com/media/DLQ4dg3W4AEMuCB.jpg,,
93,WebMD,915403608308535296,7:30 PM - 3 Oct 2017,Thinking about getting a tattoo? Here's what the FDA wants you to know first: http://wb.md/2yG4EJj pic.twitter.com/zQl2mKBUQm,41,34,1,https://pbs.twimg.com/media/DLQquk9XoAAua8_.jpg,,
94,WebMD,915388507526483968,6:30 PM - 3 Oct 2017,Lung cancer is the leading cause of cancer deaths in the U.S. Some of the biggest stars are part of that stat. More: http://wb.md/2yVWm0P pic.twitter.com/oOm6E3shwU,22,20,0,https://pbs.twimg.com/media/DLQc_qTXkAIo7LP.jpg,,
95,WebMD,915373407881121792,5:30 PM - 3 Oct 2017,New research says advances in care have led to a 39% drop in breast cancer deaths over 16 years. http://wb.md/2yVNwjC pic.twitter.com/s4RjvZs23O,66,39,1,https://pbs.twimg.com/media/DLQPQvRX0AA_YhP.png,,
96,WebMD,915358308487303168,4:30 PM - 3 Oct 2017,"Your diet won't cure depression, but some foods might give your body a little help in fighting it. http://wb.md/2yHndNe pic.twitter.com/c9WeA5WcNl",171,141,4,https://pbs.twimg.com/media/DLQBh0_X0AUbN6i.jpg,,
97,WebMD,915343209450082304,3:30 PM - 3 Oct 2017,True or false: The signs of stroke depend on what part of the brain loses its blood supply. http://wb.md/2yVdmV4 pic.twitter.com/dnLKWxuEw2,30,29,1,https://pbs.twimg.com/media/DLPzy80WsAAkzny.jpg,,
98,WebMD,915328109804650496,2:30 PM - 3 Oct 2017,"True or false: High LDL (""bad"") cholesterol can come from your family tree. http://wb.md/2yHjq2s pic.twitter.com/VJ0CrqYRvC",40,21,8,https://pbs.twimg.com/media/DLPmD9EXUAEaIWc.jpg,,
99,WebMD,915313006287912965,1:30 PM - 3 Oct 2017,"CHECK YOUR FRIDGE: Over 38,000 lbs of ground turkey have been recalled after metal shavings were found. http://wb.md/2yUmIAd pic.twitter.com/auvDN9X1py",19,35,1,https://pbs.twimg.com/media/DLPYU__XkAAS_8h.jpg,,
100,WebMD,915297911814197248,12:30 PM - 3 Oct 2017,How a heartbreaking diagnosis turned into a quest to climb a mountain (cc: @LivingBeyondBC): http://wb.md/2yFiXxM pic.twitter.com/WUL7l9CYYz,15,5,1,https://pbs.twimg.com/media/DLPKmTAWsAAHECd.jpg,,
