,username,TwitterID,DateTime,content,likes,retweet,replies,image,articleImage,video
0,ClevelandClinic,917004148779900930,5:30 AM - 8 Oct 2017,Exercise helps keep your immune system in tip-top shape!http://cle.clinic/2gijcbs,124,70,0,,https://t.co/1l7HbyMNom,
1,ClevelandClinic,916971685869432832,3:21 AM - 8 Oct 2017,Can fasting help or hurt your heart? Here’s a cardiologist’s perspective:http://cle.clinic/2y5xxBx,129,68,4,,https://t.co/mib7qkeIAL,
2,ClevelandClinic,916963635741720577,2:49 AM - 8 Oct 2017,Make this for a perfect Sunday breakfast or brunch:http://cle.clinic/2xnjjwF,72,24,1,,https://t.co/WCrVIv1wCL,
3,ClevelandClinic,916951550517547008,2:01 AM - 8 Oct 2017,Are protein bars wrecking your diet? How to choose wisely:http://cle.clinic/2xmrbi5,56,31,1,,https://t.co/LHUgi59f3d,
4,ClevelandClinic,916890397590175744,9:58 PM - 7 Oct 2017,"5 tips to relieve computer, tablet and smartphone induced eye strain:http://cle.clinic/2fQRJNr",162,121,2,,https://t.co/zVlEC7RTIz,
5,ClevelandClinic,916868503348453376,8:31 PM - 7 Oct 2017,These blood pressure #s are important to know by HEART:http://cle.clinic/2z5F0yG,97,71,0,,https://t.co/7wzCK6wulp,
6,ClevelandClinic,916860954586914821,8:01 PM - 7 Oct 2017,See if it's OK or not:http://cle.clinic/2ktSjFN,15,2,2,,https://t.co/Gq3YSuu8Jq,
7,ClevelandClinic,916855418592296961,7:39 PM - 7 Oct 2017,"Anyone can develop age spots, but you are more likely to if...http://cle.clinic/2z4mLcP",40,18,0,,https://t.co/HEUcJbgkJK,
8,ClevelandClinic,916848372153282560,7:11 PM - 7 Oct 2017,Headache just on one side? Here's what it could be:http://cle.clinic/2yM11la,85,61,2,,https://t.co/uXIQvOlePP,
9,ClevelandClinic,916816916240584710,5:06 PM - 7 Oct 2017,Are you worrying yourself sick?http://cle.clinic/2z4mGpB,188,93,6,,https://t.co/eqvuFS97a5,
10,ClevelandClinic,916806344874721281,4:24 PM - 7 Oct 2017,Are sweet potato fries really the healthier option?http://cle.clinic/2z2VV4J,72,44,6,,https://t.co/nHic6f8dzC,
11,ClevelandClinic,916796784705458178,3:46 PM - 7 Oct 2017,Apple or pear: which body shape is worse for your health?http://cle.clinic/2xYKoWA,84,53,9,,https://t.co/ZE9HSzlG12,
12,ClevelandClinic,916782939655962624,2:51 PM - 7 Oct 2017,6 deliciously healthy teas that may help prevent chronic disease:http://cle.clinic/2wCciUp,268,160,6,,https://t.co/NpRwwiWfQB,
13,ClevelandClinic,916757774943518720,1:11 PM - 7 Oct 2017,Why women have a different pain threshold than men.http://cle.clinic/2z44wnJ,81,39,4,,https://t.co/sUDLkQ4AVw,
14,ClevelandClinic,916740159013453824,12:01 PM - 7 Oct 2017,The difference between farmed and wild salmon from @KristinKirkpat:http://cle.clinic/2xmVSn9,111,76,3,,https://t.co/R4i5Al1OcL,
15,ClevelandClinic,916709208573308928,9:58 AM - 7 Oct 2017,Try these remedies for your lower back pain:http://cle.clinic/2gijuiy,73,47,1,,https://t.co/VHkQv8JqkO,
16,ClevelandClinic,916679259737022464,7:59 AM - 7 Oct 2017,Boost your immune system with these vitamins and minerals!http://cle.clinic/2yNb49x,121,66,2,,https://t.co/3zSFbRg2w2,
17,ClevelandClinic,916642011783897088,5:31 AM - 7 Oct 2017,Does coffee calm you or make you anxious? The reason may be in your genes.http://cle.clinic/2hTQEIE,192,130,6,,https://t.co/9UK7poHXzt,
18,ClevelandClinic,916609045275975680,3:20 AM - 7 Oct 2017,"If you like your coffee creamy, use this type of milk:http://cle.clinic/2y6chvI",97,59,7,,https://t.co/7I0DnrFNuF,
19,ClevelandClinic,916601244092817409,2:49 AM - 7 Oct 2017,Your guide to the best and worst nut butters.http://cle.clinic/2yNFJDA,97,45,2,,https://t.co/1fZMPono9g,
20,ClevelandClinic,916589163729666048,2:01 AM - 7 Oct 2017,5 glands you didn't know you had and what they do for your body.http://cle.clinic/2y5qEQi,58,36,0,,https://t.co/S1ya5pyxzG,
21,ClevelandClinic,916529773639290881,10:05 PM - 6 Oct 2017,The pros (and cons) of using a menstrual cup instead of tampons:http://cle.clinic/2gi5Lbg,41,20,6,,https://t.co/Z5EysH4UzC,
22,ClevelandClinic,916522222394605568,9:35 PM - 6 Oct 2017,3 tricks to keep your hands looking young and what not to do:http://cle.clinic/2yMRryx,82,36,1,,https://t.co/mctQu9sFRZ,
23,ClevelandClinic,916506116502192129,8:31 PM - 6 Oct 2017,The acid in your stomach is strong enough to burn your skin. 8 more interesting #digestive facts:http://cle.clinic/2y5utoz,176,108,4,,https://t.co/uGCLKI8GOW,
24,ClevelandClinic,916498567296057344,8:01 PM - 6 Oct 2017,Kale or spinach: which green is better for your body?http://cle.clinic/2wDf8st,278,135,15,,https://t.co/Bs3KyXD15E,
25,ClevelandClinic,916493029921374208,7:39 PM - 6 Oct 2017,Are you damaging your teeth?http://cle.clinic/2yv0vf1,83,42,0,,https://t.co/wG8ZiKUaxz,
26,ClevelandClinic,916485983339606017,7:11 PM - 6 Oct 2017,Do THIS today to avoid feeling bloated tomorrow.http://cle.clinic/2kuegED,101,40,0,,https://t.co/J2hGfygVN9,
27,ClevelandClinic,916454528362434561,5:06 PM - 6 Oct 2017,Recent news claims Moscow Mules in copper mugs could make you sick. We explain the facts:http://cle.clinic/2xnOOSq,70,42,2,,https://t.co/fjg1VYgDTz,
28,ClevelandClinic,916443956489129984,4:24 PM - 6 Oct 2017,8 types of pain you shouldn't ignore:http://cle.clinic/2kuQTLm,69,55,1,,https://t.co/fgR6ZmgLPj,
29,ClevelandClinic,916434394449145857,3:46 PM - 6 Oct 2017,You can actually train your immune system to fight off a cold:http://cle.clinic/2y5phS3,159,98,3,,https://t.co/MAoozVwSO3,
30,ClevelandClinic,916420551710609408,2:51 PM - 6 Oct 2017,How to detect if your B12 level is low:http://cle.clinic/2gi5u8n,101,52,4,,https://t.co/AmDcJ3arDp,
31,ClevelandClinic,916409240083771392,2:06 PM - 6 Oct 2017,"Viral infections may be concerning for parents, but experts say they’re necessary to build strong immune systems. http://cle.clinic/2xZtR3Z pic.twitter.com/PGjVZSzTCo",67,36,1,,,"['PlayableMedia', 'PlayableMedia--video']"
32,ClevelandClinic,916399664651419648,1:28 PM - 6 Oct 2017,Greeter dog Piper is suited up and game day ready to #RallyTogether for @Indians tonight!pic.twitter.com/nfEMqZUwHS,95,16,3,https://pbs.twimg.com/media/DLeZDdDW0AAF2Jz.jpg,,
33,ClevelandClinic,916395386708705280,1:11 PM - 6 Oct 2017,"Take care of your mouth, starting with these 4 tips! #WorldSmileDayhttp://cle.clinic/2yLVmvi",120,60,2,,https://t.co/Vl6UoWzJqm,
34,ClevelandClinic,916389849589981186,12:49 PM - 6 Oct 2017,Cleveland Clinic researchers find link between bacterial imbalances and #breastcancer.http://cle.clinic/2xZ03W5,63,49,0,,https://t.co/NaftprJD7u,
35,ClevelandClinic,916380038370611200,12:10 PM - 6 Oct 2017,.@TobyCosgroveMD & incoming CEO Dr. Mihaljevic are armed against the flu! It's not too late to get vaccinated: http://cle.clinic/2z3hEtv pic.twitter.com/iIWP1Rwy4T,65,20,7,https://pbs.twimg.com/media/DLeYtRnWkAINmsm.jpg,,
36,ClevelandClinic,916376764959657984,11:57 AM - 6 Oct 2017,"The 3 kinds of naps, and how each helps you re-charge:http://cle.clinic/2z33DvI",146,96,4,,https://t.co/9QxoFIANGk,
37,ClevelandClinic,916365211552030720,11:11 AM - 6 Oct 2017,Did you know helping others in times of crisis can actually help you feel better? Here's how: http://cle.clinic/2xW8IrX pic.twitter.com/xa6Rft6IZ4,142,67,3,,,"['PlayableMedia', 'PlayableMedia--video']"
38,andreavecchio,916345829090316289,9:54 AM - 6 Oct 2017,Incredible episode of @DrivingCLE! Thank you @markhymanmd @ClevelandClinic for this game-changing approach to medicine & wellness!https://twitter.com/drivingcle/status/916344239260303363 …,13,3,1,,,
39,ClevelandClinic,916347068762820608,9:59 AM - 6 Oct 2017,6 types of fermented foods (other than pickles) to build a healthy gut:http://cle.clinic/2ghp4Sg,113,70,0,,https://t.co/AeZ37gK9UW,
40,ClevelandClinic,916333981578051584,9:07 AM - 6 Oct 2017,Promising new #cancer treatments: @MikkaelSekeres talks hopes & challenges for patients & doctors: http://bit.ly/2hSqBS7  @HuffPost,17,15,1,,https://t.co/6fI2ztxGEm,
41,ClevelandClinic,916316870004719617,7:59 AM - 6 Oct 2017,Try this healthy meatloaf recipe this weekend!http://cle.clinic/2ks83t0,80,30,3,,https://t.co/WftNoaJ9ZD,
42,ClevelandClinic,916279373807964161,5:30 AM - 6 Oct 2017,"4 seeds to boost your nutrition (and provide healthy fat, fiber and protein)http://cle.clinic/2xkPacL",120,69,0,,https://t.co/5FLm5dNdt8,
43,ClevelandClinic,916246657557184512,3:20 AM - 6 Oct 2017,Why you should avoid hand dryers in public bathrooms at all costs:http://cle.clinic/2xYDQ80,270,317,7,,https://t.co/tukq1DCbsL,
44,ClevelandClinic,916238856059420672,2:49 AM - 6 Oct 2017,Adult coloring can help relieve stress and relax the brain:http://cle.clinic/2yKkW3U,279,139,9,,https://t.co/oCFCVeyD6k,
45,ClevelandClinic,916226776459730945,2:01 AM - 6 Oct 2017,Reduce your risk of falling with these tips:http://cle.clinic/2yLzP5U,54,36,1,,https://t.co/6Nhpg05bZ9,
46,ClevelandClinic,916176443607887872,10:41 PM - 5 Oct 2017,Expert tips on lowering your cholesterol:http://cle.clinic/2xlnOrK,208,106,12,,https://t.co/rYVSbIwDLf,
47,ClevelandClinic,916167131535892480,10:04 PM - 5 Oct 2017,Why you crave these 4 foods and how to stop:http://cle.clinic/2xXQtjE,62,36,1,,https://t.co/FviVpb9mAB,
48,ClevelandClinic,916160085205880832,9:36 PM - 5 Oct 2017,See what 6 of our doctors and dietitians WILL NOT eat:http://cle.clinic/2xWe9Y4,68,38,0,,https://t.co/Z3sbMV0apL,
49,ClevelandClinic,916143728540241920,8:31 PM - 5 Oct 2017,Alcohol is metabolized differently than food.http://cle.clinic/2hPHGwg,85,57,2,,https://t.co/YDeGwRCriU,
50,ClevelandClinic,916136178033737734,8:01 PM - 5 Oct 2017,A clue about clogged arteries may be in your feet!http://cle.clinic/2ysEcXw,83,35,1,,https://t.co/ZsA2cA2sVI,
51,ClevelandClinic,916130642399707136,7:39 PM - 5 Oct 2017,Tips to enjoy an active sex life:http://cle.clinic/2xlqXCN,42,19,2,,https://t.co/ymJDZYTPbm,
52,ClevelandClinic,916123600796733442,7:11 PM - 5 Oct 2017,You can freeze almost any food. These are the exceptions:http://cle.clinic/2ks7GPa,153,88,3,,https://t.co/J9GteppDcl,
53,ClevelandClinic,916092139024605185,5:06 PM - 5 Oct 2017,Do your tastebuds actually change? See what an oral surgeon has to say:http://cle.clinic/2xjz7QZ,36,14,0,,https://t.co/G8g2YEqXIO,
54,ClevelandClinic,916081569743491073,4:24 PM - 5 Oct 2017,"Your  is a muscle. The more you work it, the stronger it becomes.http://cle.clinic/2xWqVTP",307,161,3,,https://t.co/yY62GzoYo8,
55,ClevelandClinic,916072007233613830,3:46 PM - 5 Oct 2017,Teens getting less exercise than 60 year olds? Find out more:http://cle.clinic/2ysnpUx,87,64,2,,https://t.co/GWKPYkKU1F,
56,ClevelandClinic,916064707760607232,3:17 PM - 5 Oct 2017,Why you shouldn't treat the bathroom like a library:http://cle.clinic/2z1HzBJ,37,27,1,,https://t.co/jtqCTQxTuS,
57,ClevelandClinic,916054079931142144,2:34 PM - 5 Oct 2017,7yo Willow and our caregivers are ready to cheer on @Indians #postseason tonight! #RallyTogetherpic.twitter.com/aLsKZ88Ig0,184,24,7,https://pbs.twimg.com/media/DLZ0Yz9WsAEJGC5.jpg,,
58,ClevelandClinic,916032999275208704,1:11 PM - 5 Oct 2017,"Butter, Beef, and Bacon! See the latest developments:http://cle.clinic/2yqOdo0",150,86,3,,https://t.co/I27dYb73iO,
59,ClevelandClinic,916015637989920770,12:02 PM - 5 Oct 2017,Here’s why a man’s height and weight may add up to more risk:http://cle.clinic/2xjSIRh,30,24,0,,https://t.co/7NGT9haU5U,
60,ClevelandClinic,915984430552027136,9:58 AM - 5 Oct 2017,"The SMILE procedure is similar to LASIK, with some distinct advantages.http://cle.clinic/2y0zGOV",47,25,1,,https://t.co/BNnIV7LrJx,
61,ClevelandClinic,915952220688011267,7:50 AM - 5 Oct 2017,How to control your psoriasis:http://cle.clinic/2xfO5aO,48,34,3,,https://t.co/nbm5udIm7L,
62,ClevelandClinic,915917488977846272,5:32 AM - 5 Oct 2017,Conquer your anxiety and take control of your life!http://cle.clinic/2hN0Cf6,52,20,0,,https://t.co/S6hTVerVuj,
63,ClevelandClinic,915884270392033280,3:20 AM - 5 Oct 2017,Six things you can do to avoid injury:http://cle.clinic/2xi05DP,58,34,1,,https://t.co/vMAoXPOfZP,
64,ClevelandClinic,915876467585642496,2:49 AM - 5 Oct 2017,Maple syrup vs. sugar. Which is better?http://cle.clinic/2fSsBt7,40,24,1,,https://t.co/GE9051GOIv,
65,ClevelandClinic,915864387008811008,2:01 AM - 5 Oct 2017,This is the most effective technique for removing the most common kinds of skin cancer:http://cle.clinic/2kofCB1,143,60,5,,https://t.co/S1igapBtI6,
66,ClevelandClinic,915813804784607232,10:40 PM - 4 Oct 2017,What on earth is déjà vu? Click here to find out:http://cle.clinic/2xVs9z0,87,33,2,,https://t.co/i08ao8C4Mi,
67,ClevelandClinic,915804997874483200,10:05 PM - 4 Oct 2017,Is there something wrong when your joints make noise?http://cle.clinic/2xSa33d,156,107,3,,https://t.co/aUoY6uND7T,
68,ClevelandClinic,915795936810586112,9:29 PM - 4 Oct 2017,See which is better:http://cle.clinic/2yIMK8E,65,24,2,,https://t.co/7ClBIWMaXy,
69,ClevelandClinic,915781341324521475,8:31 PM - 4 Oct 2017,See how laughter can affect your heart health!http://cle.clinic/2fJ7o18,183,112,2,,https://t.co/pwH73sNU1N,
70,ClevelandClinic,915773790713507846,8:01 PM - 4 Oct 2017,See what else could be causing your hair loss:http://cle.clinic/2xZ38V7,35,20,0,,https://t.co/RL697rtAO3,
71,ClevelandClinic,915768256710959104,7:39 PM - 4 Oct 2017,5 tips to eat smart at the ballpark!http://cle.clinic/2gc73o2,26,13,0,,https://t.co/w3rNtTJJNo,
72,ClevelandClinic,915761208757690368,7:11 PM - 4 Oct 2017,5 signs of a deviated septum:http://cle.clinic/2ypE1fG,80,67,0,,https://t.co/f4mIKEzww0,
73,ClevelandClinic,915729752085774336,5:06 PM - 4 Oct 2017,How to prevent some of the most common eye problems:http://cle.clinic/2z0abLM,131,86,0,,https://t.co/B0S6cgl3Bn,
74,ClevelandClinic,915719180577423360,4:24 PM - 4 Oct 2017,There's 1 type of milk you should always be drinking:http://cle.clinic/2y17jAn,81,43,2,,https://t.co/ykjrpV5Qiw,
75,ClevelandClinic,915709618541649920,3:46 PM - 4 Oct 2017,Fun facts about passing gas!http://cle.clinic/2xh4Ylp,100,45,2,,https://t.co/pUqX9pg1wg,
76,ClevelandClinic,915695775862071296,2:51 PM - 4 Oct 2017,Raw egg isn't the only hazard in unbaked cookie dough! See what else is:http://cle.clinic/2y0iw3Y,58,54,9,,https://t.co/UwlZEkCiIO,
77,ClevelandClinic,915670863994920960,1:12 PM - 4 Oct 2017,Vary your routine for optimum results:http://cle.clinic/2gao5TK,52,23,0,,https://t.co/dDVfcZcLBi,
78,ClevelandClinic,915653750768979971,12:04 PM - 4 Oct 2017,Build a better taco with the right ingredients! #NationalTacoDayhttp://cle.clinic/2xRo7Ki,75,33,0,,https://t.co/Q71iwCTV8U,
79,ClevelandClinic,915622293019271169,9:59 AM - 4 Oct 2017,What you can do to reduce your risk:http://cle.clinic/2hME5yT,45,43,0,,https://t.co/fyxFvakIqC,
80,ClevelandClinic,915592656448868352,8:01 AM - 4 Oct 2017,"Five reasons why you get stuffed up in 1 nostril, but not the other:http://cle.clinic/2ga6dID",37,27,1,,https://t.co/U9guBbyT2w,
81,ClevelandClinic,915555100940103685,5:32 AM - 4 Oct 2017,Be aware of these 4 symptoms. #BreastCancerAwarenessMonthhttp://cle.clinic/2fHt65D,68,64,0,,https://t.co/9LZQBnsSy2,
82,ClevelandClinic,915522135111688197,3:21 AM - 4 Oct 2017,7 reasons you should adopt this super simple habit:http://cle.clinic/2hLhNgW,338,188,4,,https://t.co/aFhp9RvcqQ,
83,ClevelandClinic,915514079879430144,2:49 AM - 4 Oct 2017,Warm whole grains are a healthy way to start your day!http://cle.clinic/2hNomQk,100,54,0,,https://t.co/wnpaCiYlcp,
84,ClevelandClinic,915501999734616064,2:01 AM - 4 Oct 2017,Mental health affects your physical health.http://cle.clinic/2xQQe9P,111,75,2,,https://t.co/fk4MBiLKws,
85,ClevelandClinic,915443614456492032,10:09 PM - 3 Oct 2017,Craving sweet or salty foods? Here's why:http://cle.clinic/2ymfGr4,97,47,4,,https://t.co/AGACQAP55l,
86,ClevelandClinic,915435561850093568,9:37 PM - 3 Oct 2017,4 natural tricks for falling asleep:http://cle.clinic/2xYxrvz,219,98,6,,https://t.co/sPlo9OlbKx,
87,ClevelandClinic,915419708303712256,8:34 PM - 3 Oct 2017,Cinnamon pills for diabetes? See what studies have found:http://cle.clinic/2xQrCy0,132,64,1,,https://t.co/wwoX9pqjxi,
88,ClevelandClinic,915411655944581121,8:02 PM - 3 Oct 2017,Find the pillow shape and filler that works best for you.http://cle.clinic/2fHQmQO,82,39,1,,https://t.co/bdUBK9ynjx,
89,ClevelandClinic,915405867020939265,7:39 PM - 3 Oct 2017,Not enjoying sex? This could be why:http://cle.clinic/2xeZLuE,26,14,1,,https://t.co/ZOdUtSOp2i,
90,ClevelandClinic,915398315977588736,7:09 PM - 3 Oct 2017,Stomachaches? Focus on what is causing your symptoms:http://cle.clinic/2g84mnN,73,53,1,,https://t.co/C78saw4XwV,
91,ClevelandClinic,915367613710004224,5:07 PM - 3 Oct 2017,"""Anything that is gained quickly is not going to stay.""http://cle.clinic/2wvXczU",148,71,4,,https://t.co/EYUBXuppDc,
92,ClevelandClinic,915356793643192320,4:24 PM - 3 Oct 2017,See why your ankles deserve more attention!http://cle.clinic/2wvEGaE,51,32,0,,https://t.co/SLHPIQY3Un,
93,ClevelandClinic,915347230659399682,3:46 PM - 3 Oct 2017,Homemade popcorn can be one of the healthiest snacks around! Replace butter with any of these:http://cle.clinic/2wwfjFS,196,112,1,,https://t.co/tNdCHD9VEs,
94,ClevelandClinic,915333388990537728,2:51 PM - 3 Oct 2017,SCA is fatal 95% of the time. #RIPTomPettyhttp://cle.clinic/2xdViYM,91,66,1,,https://t.co/xsw6hCYjgM,
95,ClevelandClinic,915321058588188672,2:02 PM - 3 Oct 2017,Is your child coughing or wheezing? Study shows it may not be #allergies:http://cle.clinic/2yGveC7,54,28,0,,https://t.co/Yg9ngyGUcr,
96,ClevelandClinic,915308223275589632,1:11 PM - 3 Oct 2017,Diet soda is associated with weight gain:http://cle.clinic/2xW4qQG,264,263,9,,https://t.co/HgXoiuQ8Su,
97,ClevelandClinic,915290608603992070,12:01 PM - 3 Oct 2017,Benefits and risks of lung cancer screening:http://cle.clinic/2yUM0hN,34,14,2,,https://t.co/wOxWB0nx99,
98,ClevelandClinic,915260665786486784,10:02 AM - 3 Oct 2017,"The doctor will see you now – online, that is!http://cle.clinic/2fHMxew",83,51,2,,https://t.co/DteAM2iJ7H,
99,ClevelandClinic,915241056341344259,8:44 AM - 3 Oct 2017,"When children are exposed to violent images in the news, it’s important for parents to convey a message of safety. http://cle.clinic/2xVG5dR pic.twitter.com/oHBZFUp6iA",97,77,0,,,"['PlayableMedia', 'PlayableMedia--video']"
100,ClevelandClinic,915229709004361728,7:59 AM - 3 Oct 2017,There's a TON of weight loss advice out there. Here are some of our favorite tips!http://cle.clinic/2yGgGCm,211,107,3,,https://t.co/PXKgx9Hd0w,
101,ClevelandClinic,915192212165509120,5:30 AM - 3 Oct 2017,How stress impacts your immune system – and how to chill out:http://cle.clinic/2ykBzHl,279,198,1,,https://t.co/nM2C3BbjcS,
102,ClevelandClinic,915159493247299586,3:20 AM - 3 Oct 2017,Six dietitians name their favorite sources of protein:http://cle.clinic/2xaXr7U,113,63,0,,https://t.co/Rsm40xYA5Y,
103,ClevelandClinic,915151691980460033,2:49 AM - 3 Oct 2017,Feel like you're always tired? Try this:http://cle.clinic/2hHToc8,95,45,0,,https://t.co/DSUTpB7Tfp,
104,ClevelandClinic,915089028327907328,10:40 PM - 2 Oct 2017,How old is too old to have work done? A plastic surgeon explains:http://cle.clinic/2fJKZUX,36,11,0,,https://t.co/kUNRX5C4TY,
105,ClevelandClinic,915071916435820545,9:32 PM - 2 Oct 2017,You can learn a lot about your health from your nails!http://cle.clinic/2yD5XJ2,79,57,0,,https://t.co/n0cF57NdBd,
106,ClevelandClinic,915056313645723648,8:30 PM - 2 Oct 2017,7 signs of job burnout:http://cle.clinic/2xWBmsL,64,45,1,,https://t.co/wNsscJHVTc,
107,ClevelandClinic,915049267424763905,8:02 PM - 2 Oct 2017,Feel like you can't get rid of your cold? It could be this:http://cle.clinic/2g6nGSr,91,60,2,,https://t.co/IF2PJxSJzQ,
108,ClevelandClinic,915043481449529344,7:39 PM - 2 Oct 2017,"See which at-home remedies do, and don't work:http://cle.clinic/2wtmkHe",210,107,9,,https://t.co/MB2ZuBIILk,
109,ClevelandClinic,915036183410987008,7:10 PM - 2 Oct 2017,Three types of topical treatments to try for arthritis pain:http://cle.clinic/2yFqVa5,106,47,2,,https://t.co/bX50CjwkRS,
110,ClevelandClinic,915004976015052801,5:06 PM - 2 Oct 2017,"Are these ""healthy ice cream"" options actually healthy?http://cle.clinic/2xWAKmR",84,46,3,,https://t.co/9V1HIAEYh5,
111,ClevelandClinic,914994406473814017,4:24 PM - 2 Oct 2017,Strengthen your GUT health in these 9 ways:http://cle.clinic/2xMXsym,186,82,4,,https://t.co/PsWMmTljVX,
112,ClevelandClinic,914984841522798592,3:46 PM - 2 Oct 2017,October is #BreastCancerAwarenessMonthhttp://cle.clinic/2xVwZOI,82,74,0,,https://t.co/VPLiKn8pyW,
113,ClevelandClinic,914970751199059970,2:50 PM - 2 Oct 2017,"Talking to your kids about tragedies can be difficult, but it’s important. #VegasStronghttp://cle.clinic/2g5V6Ai",143,100,3,,https://t.co/7BOryXS7zj,
114,ClevelandClinic,914945834780971009,1:11 PM - 2 Oct 2017,1 in 3 strokes is caused by AFib. Here's why you should get screened:http://cle.clinic/2xbraxu,73,75,2,,https://t.co/6Y2AV5YW0W,
115,ClevelandClinic,914937601383190529,12:38 PM - 2 Oct 2017,"At this time, we believe none of our caregivers from the @LouRuvoCenter in Las Vegas were at the concert.http://cle.clinic/2xMPlS8",48,10,1,,https://t.co/cnIutplJde,
116,ClevelandClinic,914937513898381312,12:37 PM - 2 Oct 2017,"Our hearts go out to the victims of the Las Vegas shooting. We're keeping their families & friends in our thoughts.
http://cle.clinic/2xMPlS8 pic.twitter.com/OR1CIR6cw6",454,133,9,https://pbs.twimg.com/media/DLKCnMmW4AE81Yn.jpg,,
117,ClevelandClinic,914928471872299008,12:02 PM - 2 Oct 2017,See why it's important:http://cle.clinic/2xaGQfz,70,58,1,,https://t.co/QHdnWzfC96,
118,ClevelandClinic,914897517036298240,9:59 AM - 2 Oct 2017,5 of the best LUNCH options to keep you feeling your best.http://cle.clinic/2xSmqM2,127,42,2,,https://t.co/vcH8jqjESz,
119,ClevelandClinic,914867318076911617,7:59 AM - 2 Oct 2017,What is your chiropractor actually doing?http://cle.clinic/2xFAHMs,77,40,8,,https://t.co/y26en7Ohz2,
120,ClevelandClinic,914829825205968899,5:30 AM - 2 Oct 2017,It's Monday! Why not give it a try?http://cle.clinic/2xJDthp,159,63,9,,https://t.co/Qnk7E0e4PF,
121,ClevelandClinic,914797104391786496,3:20 AM - 2 Oct 2017,How to prevent the dizzy spell upon standing:http://cle.clinic/2xF7tNU,117,63,3,,https://t.co/I5IhxVHCwj,
122,ClevelandClinic,914789304475496449,2:49 AM - 2 Oct 2017,This is why carbs cause bloating:http://cle.clinic/2fFZERf,43,21,0,,https://t.co/T1PcZFm1AW,
123,ClevelandClinic,914710283767005184,9:35 PM - 1 Oct 2017,Stye in your eyes? What you should (and shouldn't) do:http://cle.clinic/2hCPf9l,139,95,7,,https://t.co/8gN9u4QE41,
124,ClevelandClinic,914694176738021376,8:31 PM - 1 Oct 2017,Ever wondered why you crave junk food at night?http://cle.clinic/2x3EcrM,65,48,1,,https://t.co/vdcZj7wvLr,
125,ClevelandClinic,914686628509007877,8:01 PM - 1 Oct 2017,Get the facts about the most common form of baldness.http://cle.clinic/2x2WdLC,19,20,0,,https://t.co/MI7yvOTZl6,
126,ClevelandClinic,914681090836545536,7:39 PM - 1 Oct 2017,Botox has other uses that may surprise you!http://cle.clinic/2wpB0Hx,29,28,0,,https://t.co/WFArTEo2Kv,
127,ClevelandClinic,914673794018680832,7:10 PM - 1 Oct 2017,Don't let your negative thinking become a habit. Do this instead:http://cle.clinic/2xMPdkR,299,169,2,,https://t.co/lsQ1pauWGI,
128,ClevelandClinic,914642586194841600,5:06 PM - 1 Oct 2017,6 veggies you shouldn't remove from your diet.http://cle.clinic/2fYI3Rs,247,133,4,,https://t.co/zMSMUtx8t4,
129,ClevelandClinic,914632016750104576,4:24 PM - 1 Oct 2017,Age affects these 7 common areas in your body. Here's how to fight back.http://cle.clinic/2xMWh0Y,116,73,0,,https://t.co/CbCWQJfohs,
130,ClevelandClinic,914622455850897410,3:46 PM - 1 Oct 2017,Chocolate that's 70-85% cocoa offers the most nutritional benefit. Enjoy 1 oz. per day:http://cle.clinic/2k9ijWI,445,280,12,,https://t.co/kpTPjCcdFR,
131,ClevelandClinic,914583446873182208,1:11 PM - 1 Oct 2017,Are you overdoing it with these supplements?http://cle.clinic/2yPloOW,97,61,2,,https://t.co/U7G3wUutHb,
132,ClevelandClinic,914565831320756225,12:01 PM - 1 Oct 2017,Did you know these things about your brain?http://cle.clinic/2x37j3o,188,127,1,,https://t.co/wQPoIOlY34,
133,ClevelandClinic,914535128289787906,9:59 AM - 1 Oct 2017,Not seeing results as quickly as you had hoped? This could be why:http://cle.clinic/2xEn3cD,66,33,2,,https://t.co/xOGqCNgwgX,
134,ClevelandClinic,914504930026774528,7:59 AM - 1 Oct 2017,Vaccines aren't just for kids.http://cle.clinic/2yNHlht,173,134,5,,https://t.co/n7VVeNTp2q,
135,ClevelandClinic,914467433339002880,5:30 AM - 1 Oct 2017,"Bad breath is embarassing. Luckily, you can fight it!http://cle.clinic/2xSnXSs",98,58,5,,https://t.co/Gn6mQ5AzgJ,
136,ClevelandClinic,914434718069800961,3:20 AM - 1 Oct 2017,Are cage-free or organic eggs worth the money? @KristinKirkpat's answer:http://cle.clinic/2fFrtZC,58,32,4,,https://t.co/QWtnCqxPLt,
137,ClevelandClinic,914426915666186240,2:49 AM - 1 Oct 2017,"Quick, healthy breakfast ideas for your busy life:http://cle.clinic/2x52Gkg",172,85,2,,https://t.co/g4cpjShlWh,
138,ClevelandClinic,914355446978191360,10:05 PM - 30 Sep 2017,What alcohol does while you sleep.http://cle.clinic/2xN3kqB,102,63,2,,https://t.co/bJvN4ULALM,
139,ClevelandClinic,914347894504919042,9:35 PM - 30 Sep 2017,Is a morning erection ever cause for concern? Find out:http://cle.clinic/2xJlnMH,36,21,2,,https://t.co/GzquIsS1Fr,
140,ClevelandClinic,914331537281253376,8:30 PM - 30 Sep 2017,5 tips to limit your nighttime bathroom breaks:http://cle.clinic/2hBW1fD,62,34,0,,https://t.co/3dHDPeCew1,
